"word","spelling","IPA_correct","Notes_1","Notes_2","Notes_3","Notes_4"
"envilecer","['ẽ.vi.lɨ.ˈseɾ']",,,,,"No error"
"bolorento","['bu.lu.ˈɾẽ.tu']",,,,,"No error"
"fecundo","['fɨ.ˈkũ.du']",,,,,"No error"
"terraplenagem","['tɛ.Rɐ.plɨ.ˈna.ʒɐ̃j̃']",,,,,"No error"
"marmorizar","['mɐɾ.mu.ɾi.ˈzaɾ']",,,,,"No error"
"fervilhar","['fɨɾ.vi.ˈʎaɾ']",,,,,"No error"
"fumigar","['fu.mi.ˈɡaɾ']",,,,,"No error"
"estalo","['iʃ.ˈta.lu']",,,,,"No error"
"trincar","['tɾĩ.ˈkaɾ']",,,,,"No error"
"torga","['ˈtɔɾ.ɡɐ']",,,,,"No error"
"cambaio","['kɐ̃.ˈbaj.u']",,,,,"No error"
"cilha","['ˈsi.ʎɐ']",,,,,"No error"
"enclave","['ẽ.ˈkla.vɨ']",,,,,"No error"
"tentilhão","['tẽ.ti.ˈʎɐ̃w̃']",,,,,"No error"
"scanner","['ˈskɐ.nɐɾ']",,,,,"No error"
"versar","['vɨɾ.ˈsaɾ']",,,,,"No error"
"chio","['ˈʃi.u']",,,,,"No error"
"chilreio","['ʃiɫ.ˈRɐj.u']",,,,,"No error"
"semanada","['sɨ.mɐ.ˈna.dɐ']",,,,,"No error"
"pedagógico","['pɨ.dɐ.ˈɡɔ.ʒi.ku']",,,,,"No error"
"intensificação","['ĩ.tẽ.sɨ.fi.kɐ.ˈsɐ̃w̃']",,,,,"No error"
"chiar",,"['ˈʃi.aɾ']","false diphthong",,,"Error"
"esbagoar","['iʒ.bɐ.ˈɡwaɾ']",,,,,"No error"
"judoca","['ʒu.ˈdɔ.kɐ']",,,,,"No error"
"furado","['fu.ˈɾa.du']",,,,,"No error"
"Martim","['maɾ.ˈtĩ']",,,,,"No error"
"Martino","['maɾ.ˈtɨ.ɲu']",,,,,"No error"
"carrapito","['kɐ.Rɐ.ˈpi.tu']",,,,,"No error"
"fatela","['fɐ.ˈtɛ.lɐ']",,,,,"No error"
"conformismo","['kõ.fuɾ.ˈmiʒ.mu']",,,,,"No error"
"encrespar","['ẽ.kɾɨʃ.ˈpaɾ']",,,,,"No error"
"frisar","['fɾi.ˈzaɾ']",,,,,"No error"
"estridência","['iʃ.tɾi.ˈdẽ.sjɐ']",,,,,"No error"
"relincho","['Rɨ.ˈlĩ.ʃu']",,,,,"No error"
"relinchar","['Rɨ.lĩ.ˈʃaɾ']",,,,,"No error"
"novilho","['nu.ˈvi.ʎu']",,,,,"No error"
"teixo","['ˈtɐj.ʃu']",,,,,"No error"
"tromba","['ˈtɾõ.bɐ']",,,,,"No error"
"lanho","['ˈlɐ.ɲu']",,,,,"No error"
"guisa","['ˈɡi.zɐ']",,,,,"No error"
"autodefesa","['aw.tɔ.dɨ.ˈfe.zɐ']",,,,,"No error"
"pinchar","['pĩ.ˈʃaɾ']",,,,,"No error"
"papar","['pɐ.ˈpaɾ']",,,,,"No error"
"papão","['pɐ.ˈpɐ̃w̃']",,,,,"No error"
"patriarcado","['pɐ.tɾi.ɐɾ.ˈka.du']",,,,,"No error"
"espaçoso","['iʃ.pɐ.ˈso.zu']",,,,,"No error"
"garupa","['ɡɐ.ˈɾu.pɐ']",,,,,"No error"
"queimada","['kɐj.ˈma.dɐ']",,,,,"No error"
"soca","['ˈsɔ.kɐ']",,,,,"No error"
"clareira","['klɐ.ˈɾɐj.ɾɐ']",,,,,"No error"
"xô","['ʃo']",,,,,"No error"
"recapitular","['Rɨ.kɐ.pi.tu.ˈlaɾ']",,,,,"No error"
"furão","['fu.ˈɾɐ̃w̃']",,,,,"No error"
"doentio","['dwẽ.ˈti.u']",,,,,"No error"
"balir","['bɐ.ˈliɾ']",,,,,"No error"
"afago","['ɐ.ˈfa.ɡu']",,,,,"No error"
"Alvaiázere",,"[aɫ.vɐ.ˈi.a.zɨ.ɾɨ]","empty","syllable division",,"Error"
"Alandroal",,"['ɐ.lɐ̃.dɾu.ˈaɫ']",,"syllable division",,
"papoila","['pɐ.ˈpoj.lɐ']",,,,,"No error"
"imaturo","['i.mɐ.ˈtu.ɾu']",,,,,"No error"
"corredio","['ku.Rɨ.ˈdi.u']",,,,,"No error"
"precoce","['pɾɨ.ˈkɔ.sɨ']",,,,,"No error"
"prostração","['pɾuʃ.tɾɐ.ˈswɐ̃w̃']",,,,,"No error"
"maluquice","['mɐ.lu.ˈki.sɨ']",,,,,"No error"
"bicada","['bi.ˈka.dɐ']",,,,,"No error"
"delícia","['dɨ.ˈli.sjɐ']",,,,,"No error"
"cabaceira","['kɐ.bɐ.ˈsɐj.ɾɐ']",,,,,"No error"
"caldeira","['kaɫ.ˈdɐj.ɾɐ']",,,,,"No error"
"velhacaria","['vɨ.ʎɐ.kɐ.ˈɾi.ɐ']",,,,,"No error"
"remoinho","['Rɨ.ˈmwi.ɲu']",,,,,"No error"
"aquecedor","['ɐ.kɛ.sɨ.ˈdoɾ']",,,,,"No error"
"claraboia","['kla.ɾɐ.ˈbɔj.ɐ']",,,,,"No error"
"inseparável","['ĩ.sɨ.pɐ.ˈɾa.vɛɫ']",,,,,"No error"
"democrático","['dɨ.mu.ˈkɾa.ti.ku']",,,,,"No error"
"clientela","['kli.ẽ.ˈtɛ.lɐ']",,,,,"No error"
"evolucionismo","['i.vu.lu.sju.ˈniʒ.mu']",,,,,"No error"
"infestar","['ĩ.fɨʃ.ˈtaɾ']",,,,,"No error"
"vindimar","['vĩ.di.ˈmaɾ']",,,,,"No error"
"vindima","['vĩ.ˈdi.mɐ']",,,,,"No error"
"esganar","['iʒ.ɡɐ.ˈnaɾ']",,,,,"No error"
"enforcar","['ẽ.fuɾ.ˈkaɾ']",,,,,"No error"
"poliéster","['pɔ.ˈljɛʃ.tɛɾ']",,,,,"No error"
"otorrinolaringologia","['ɔ.tɔ.Ri.nɔ.lɐ.ɾĩ.ɡu.lu.ˈʒi.ɐ']",,,,,"No error"
"hormona","['ɔɾ.ˈmo.nɐ']",,,,,"No error"
"endócrino","['ẽ.ˈdɔ.kɾi.nu']",,,,,"No error"
"cieiro","['ˈsjɐj.ɾu']",,,,,"No error"
"fosforescência","['fuʃ.fu.ɾɨʃ.ˈsẽ.sjɐ']",,,,,"No error"
"subjetividade","['sub.ʒɛ.ti.vi.ˈda.dɨ']",,,,,"No error"
"recalcamento","['Rɨ.kaɫ.kɐ.ˈmẽ.tu']",,,,,"No error"
"dislate","['diʒ.ˈla.tɨ']",,,,,"No error"
"marrar","['mɐ.ˈRaɾ']",,,,,"No error"
"visado","['vi.ˈza.du']",,,,,"No error"
"precocidade","['pɾɨ.ku.si.ˈda.dɨ']",,,,,"No error"
"espetacular","['iʃ.pɛ.tɐ.ku.ˈlaɾ']",,,,,"No error"
"areal",,"['ɐ.ˈɾi.aɫ']","false diphthong",,,"Error"
"areeiro","['ɐ.ˈɾjɐj.ɾu']",,,,,"No error"
"exéquias","['i.ˈzɛ.kjɐʃ']",,,,,"No error"
"visceral","['viʃ.sɨ.ˈɾaɫ']",,,,,"No error"
"escaparate","['iʃ.kɐ.pɐ.ˈɾa.tɨ']",,,,,"No error"
"azucrinar","['ɐ.zu.kɾi.ˈnaɾ']",,,,,"No error"
"estúrdio",,"['iʃ.ˈtur.di.u']",,"syllable division",,
"formalista","['fuɾ.mɐ.ˈliʃ.tɐ']",,,,,"No error"
"formalismo","['fuɾ.mɐ.ˈliʒ.mu']",,,,,"No error"
"gasoduto","['ɡa.zɔ.ˈdu.tu']",,,,,"No error"
"asteroide","['ɐʃ.tɨ.ˈɾɔj.dɨ']",,,,,"No error"
"embalo","['ẽ.ˈba.lu']",,,,,"No error"
"cerda","['ˈseɾ.dɐ']",,,,,"No error"
"zelar","['zɨ.ˈlaɾ']",,,,,"No error"
"meteórico","['mɨ.ˈtjɔ.ɾi.ku']",,,,,"No error"
"uniformizar","['u.ni.fuɾ.mi.ˈzaɾ']",,,,,"No error"
"realce",,"['ˈRi.aɫ.sɨ']","false diphthong",,,"Error"
"entardecer","['ẽ.tɐɾ.dɨ.ˈseɾ']",,,,,"No error"
"telegrafar","['tɨ.lɨ.ɡɾɐ.ˈfaɾ']",,,,,"No error"
"impecável","['ĩ.pɨ.ˈka.vɛɫ']",,,,,"No error"
"tatuar","['tɐ.ˈtwaɾ']",,,,,"No error"
"sabugo","['sɐ.ˈbu.ɡu']",,,,,"No error"
"barragem","['bɐ.ˈRa.ʒɐ̃j̃']",,,,,"No error"
"masoquismo","['mɐ.zu.ˈkiʒ.mu']",,,,,"No error"
"lagar","['lɐ.ˈɡaɾ']",,,,,"No error"
"trolha","['ˈtɾo.ʎɐ']",,,,,"No error"
"dignificar","['di.ɡni.fi.ˈkaɾ']",,,,,"No error"
"obviar",,"['ɔ.bˈvi.aɾ']","false diphthong",,,"Error"
"obturar","['ɔb.tu.ˈɾaɾ']",,,,,"No error"
"telegrama","['tɨ.lɨ.ˈɡɾɐ.mɐ']",,,,,"No error"
"telejornal","['tɛ.lɛj.uɾ.ˈnaɫ']",,,,,"No error"
"estontear",,"['iʃ.tõ.ˈti.aɾ']","false diphthong",,,"Error"
"inviável",,"['ĩ.ˈvi.a.vɛɫ']","false diphthong",,,"Error"
"tabu","['ta.ˈbu']",,,,,"No error"
"impassível","['ĩ.pɐ.ˈsi.vɛɫ']",,,,,"No error"
"fretar","['fɾɨ.ˈtaɾ']",,,,,"No error"
"retaliar",,"['Rɨ.tɐ.ˈli.aɾ']","false diphthong",,,"Error"
"fraturar","['fɾa.tu.ˈɾaɾ']",,,,,"No error"
"cúbico","['ˈku.bi.ku']",,,,,"No error"
"fracionar","['fɾa.sju.ˈnaɾ']",,,,,"No error"
"homogeneizar","['ɔ.mɔ.ʒɨ.nɐj.ˈzaɾ']",,,,,"No error"
"hidrogenar","['i.dɾɔ.ʒɨ.ˈnaɾ']",,,,,"No error"
"fabrico","['fɐ.ˈbɾi.ku']",,,,,"No error"
"facilitação","['fɐ.sɨ.li.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"facetar","['fɐ.sɨ.ˈtaɾ']",,,,,"No error"
"embalsamar","['ẽ.baɫ.sɐ.ˈmaɾ']",,,,,"No error"
"domingueiro","['du.mĩ.ˈɡɐj.ɾu']",,,,,"No error"
"estipular","['iʃ.ti.pu.ˈlaɾ']",,,,,"No error"
"ástato","['ˈaʃ.tɐ.tu']",,,,,"No error"
"eclipsar","['e.kli.ˈpsaɾ']",,,,,"No error"
"mensalidade","['mẽ.sɐ.li.ˈda.dɨ']",,,,,"No error"
"douto","['ˈdow.tu']",,,,,"No error"
"velharia","['vɛ.ʎɐ.ˈɾi.ɐ']",,,,,"No error"
"liquefação","['li.kɨ.fa.ˈsɐ̃w̃']",,,,,"No error"
"crivar","['kɾi.ˈvaɾ']",,,,,"No error"
"avaria","['ɐ.vɐ.ˈɾi.ɐ']",,,,,"No error"
"transparecer","['tɾɐ̃ʃ.pɐ.ɾɨ.ˈseɾ']",,,,,"No error"
"imperar","['ĩ.pɨ.ˈɾaɾ']",,,,,"No error"
"impermeabilizar","['ĩ.pɨɾ.mjɐ.bi.li.ˈzaɾ']",,,,,"No error"
"temeridade","['tɨ.mɨ.ɾi.ˈda.dɨ']",,,,,"No error"
"quite","['ˈki.tɨ']",,,,,"No error"
"mungir","['mũ.ˈʒiɾ']",,,,,"No error"
"burocratizar","['bu.ɾu.kɾɐ.ti.ˈzaɾ']",,,,,"No error"
"jorrar","['ʒu.ˈRaɾ']",,,,,"No error"
"bivacar","['bi.vɐ.ˈkaɾ']",,,,,"No error"
"evangélico","['i.vɐ̃.ˈʒɛ.li.ku']",,,,,"No error"
"lacrar","['lɐ.ˈkɾaɾ']",,,,,"No error"
"laborar","['lɐ.bu.ˈɾaɾ']",,,,,"No error"
"lacar","['lɐ.ˈkaɾ']",,,,,"No error"
"contista","['kõ.ˈtiʃ.tɐ']",,,,,"No error"
"pio","['ˈpi.u']",,,,,"No error"
"descambar","['dɨʃ.kɐ̃.ˈbaɾ']",,,,,"No error"
"chamamento","['ʃɐ.mɐ.ˈmẽ.tu']",,,,,"No error"
"convocação","['kõ.vu.kɐ.ˈsɐ̃w̃']",,,,,"No error"
"reticente","['Rɨ.ti.ˈsẽ.tɨ']",,,,,"No error"
"reticência","['Rɨ.ti.ˈsẽ.sjɐ']",,,,,"No error"
"novena","['nu.ˈve.nɐ']",,,,,"No error"
"irredutível","['i.Rɨ.du.ˈti.vɛɫ']",,,,,"No error"
"ocre","['ˈɔ.kɾɨ']",,,,,"No error"
"couraça","['kow.ˈɾa.sɐ']",,,,,"No error"
"friso","['ˈfɾi.zu']",,,,,"No error"
"suplementar","['su.plɨ.mẽ.ˈtaɾ']",,,,,"No error"
"consignação","['kõ.si.ɡnɐ.ˈsɐ̃w̃']",,,,,"No error"
"obsessivo","['ɔb.sɨ.ˈsi.vu']",,,,,"No error"
"franquia","['fɾɐ̃.ˈki.ɐ']",,,,,"No error"
"eólico","['ɛ.ˈɔ.li.ku']",,,,,"No error"
"colcha","['ˈkoɫ.ʃɐ']",,,,,"No error"
"estacionamento","['iʃ.tɐ.sju.nɐ.ˈmẽ.tu']",,,,,"No error"
"gavetão","['ɡɐ.vɨ.ˈtɐ̃w̃']",,,,,"No error"
"evangelista","['i.vɐ̃.ʒɨ.ˈliʃ.tɐ']",,,,,"No error"
"evangelizar","['i.vɐ̃.ʒɨ.li.ˈzaɾ']",,,,,"No error"
"beltrão","['bɛɫ.ˈtɾɐ̃w̃']",,,,,"No error"
"entediar",,"['ẽ.tɨ.ˈdi.aɾ']","false diphthong",,,"Error"
"validação","['vɐ.li.dɐ.ˈsɐ̃w̃']",,,,,"No error"
"recuar","['Rɨ.ˈkwaɾ']",,,,,"No error"
"renascença","['Rɨ.nɐʃ.ˈsẽ.sɐ']",,,,,"No error"
"quibe","['ki.ˈbə']",,,,,"No error"
"modernista","['mu.dɨɾ.ˈniʃ.tɐ']",,,,,"No error"
"freira","['ˈfɾɐj.ɾɐ']",,,,,"No error"
"apostrofar","['ɐ.puʃ.tɾu.ˈfaɾ']",,,,,"No error"
"demérito","['dɨ.ˈmɛ.ɾi.tu']",,,,,"No error"
"cogitação","['ku.ʒi.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"investida","['ĩ.vɨʃ.ˈti.dɐ']",,,,,"No error"
"tardar","['tɐɾ.ˈdaɾ']",,,,,"No error"
"contorção","['kõ.tuɾ.ˈsɐ̃w̃']",,,,,"No error"
"piscadela","['piʃ.kɐ.ˈdɛ.lɐ']",,,,,"No error"
"cooperativismo","['kwu.pɨ.ɾɐ.ti.ˈviʒ.mu']",,,,,"No error"
"marsupial",,"['mɐɾ.su.ˈpi.aɫ']","false diphthong",,,"Error"
"licenciar",,"['li.sẽ.ˈsi.aɾ']","false diphthong",,,"Error"
"licenciamento","['li.sẽ.sjɐ.ˈmẽ.tu<text']",,,,,"No error"
"teológico","['tju.ˈlɔ.ʒi.ku']",,,,,"No error"
"divergir","['di.vɨɾ.ˈʒiɾ']",,,,,"No error"
"bouça","['ˈbow.sɐ']",,,,,"No error"
"tabelar","['tɐ.bɨ.ˈlaɾ']",,,,,"No error"
"voluntariamente","['vu.lũ.ta.ɾjɐ.ˈmẽ.tɨ']",,,,,"No error"
"endurecimento","['ẽ.du.ɾɨ.si.ˈmẽ.tu']",,,,,"No error"
"estampado","['iʃ.tɐ̃.ˈpa.du']",,,,,"No error"
"barrica","['bɐ.ˈRi.kɐ']",,,,,"No error"
"deslocado","['dɨʒ.lu.ˈka.du']",,,,,"No error"
"compatibilidade","['kõ.pɐ.ti.bi.li.ˈda.dɨ']",,,,,"No error"
"passaporte","['pa.sɐ.ˈpɔɾ.tɨ']",,,,,"No error"
"enquadrar","['ẽ.kwɐ.ˈdɾaɾ']",,,,,"No error"
"pingue","['ˈpĩ.ɡɨ']",,,,,"No error"
"rejuvenescer","['Rɨ.ʒu.vɨ.nɨʃ.ˈseɾ']",,,,,"No error"
"rejuvenescimento","['Rɨ.ʒu.vɨ.nɨʃ.si.ˈmẽ.tu']",,,,,"No error"
"cagufa","['kɐ.ˈɡu.fɐ']",,,,,"No error"
"coima","['ˈkoj.mɐ']",,,,,"No error"
"agropecuária","['a.ɡɾɔ.pɨ.ˈkwa.ɾjɐ']",,,,,"No error"
"chinfrim","['ʃĩ.ˈfɾĩ']",,,,,"No error"
"absolutista","['ɐb.su.lu.ˈtiʃ.tɐ']",,,,,"No error"
"tramoia","['tɾɐ.ˈmɔj.ɐ<text']",,,,,"No error"
"terça","['ˈteɾ.sɐ']",,,,,"No error"
"milénio","['mi.ˈlɛ.nju']",,,,,"No error"
"poda","['ˈpɔ.dɐ']",,,,,"No error"
"passional","['pɐ.sju.ˈnaɫ']",,,,,"No error"
"pinça","['ˈpĩ.sɐ']",,,,,"No error"
"digerir","['di.ʒɨ.ˈɾiɾ']",,,,,"No error"
"jugular","['ʒu.ɡu.ˈlaɾ']",,,,,"No error"
"afrontamento","['ɐ.fɾõ.tɐ.ˈmẽ.tu']",,,,,"No error"
"gregoriano","['ɡɾɨ.ɡu.ˈɾjɐ.nu']",,,,,"No error"
"vintena","['vĩ.ˈte.nɐ']",,,,,"No error"
"preservação","['pɾɨ.zɨɾ.vɐ.ˈsɐ̃w̃']",,,,,"No error"
"radiodifusão","['Ra.dju.di.fu.ˈzɐ̃w̃']",,,,,"No error"
"esguio","['iʒ.ˈɡi.u']",,,,,"No error"
"bisonte","['bi.ˈzõ.tɨ']",,,,,"No error"
"corista","['ku.ˈɾiʃ.tɐ']",,,,,"No error"
"sofrível","['su.ˈfɾi.vɛɫ']",,,,,"No error"
"engravidar","['ẽ.ɡɾɐ.vi.ˈdaɾ']",,,,,"No error"
"contrabaixista","['kõ.tɾɐ.baj.ˈʃiʃ.tɐ']",,,,,"No error"
"sintonia","['sĩ.tu.ˈni.ɐ']",,,,,"No error"
"moção","['mu.ˈsɐ̃w̃']",,,,,"No error"
"hifenizar","['i.fɨ.ni.ˈzaɾ']",,,,,"No error"
"trombonista","['tɾõ.bu.ˈniʃ.tɐ']",,,,,"No error"
"fagotista","['fɐ.ɡu.ˈtiʃ.tɐ']",,,,,"No error"
"clarinete","['klɐ.ɾi.ˈne.tɨ']",,,,,"No error"
"decepar","['dɨ.sɨ.ˈpaɾ']",,,,,"No error"
"despenhar","['dɨʃ.pɨ.ˈɲaɾ']",,,,,"No error"
"penha","['ˈpɐj.ɲɐ']",,,,,"No error"
"suado","['ˈswa.du']",,,,,"No error"
"queiró","['kɐj.ˈɾɔ']",,,,,"No error"
"levada","['lɨ.ˈva.dɐ']",,,,,"No error"
"pinhal","['pi.ˈɲaɫ']",,,,,"No error"
"pinho","['ˈpi.ɲu']",,,,,"No error"
"fotocopiar",,"['fɔ.tɔ.ku.ˈpi.aɾ']","false diphthong",,,"Error"
"alienígena","['ɐ.lje.ˈni.ʒɨ.nɐ']",,,,,"No error"
"lastro","['ˈlaʃ.tɾu']",,,,,"No error"
"corça","['ˈkoɾ.sɐ']",,,,,"No error"
"exterminar","['ɐjʃ.tɨɾ.mi.ˈnaɾ']",,,,,"No error"
"banalizar","['bɐ.nɐ.li.ˈzaɾ']",,,,,"No error"
"internacionalizar","['ĩ.tɨɾ.nɐ.sju.nɐ.li.ˈzaɾ']",,,,,"No error"
"franquiar",,"['fɾɐ̃.ˈki.aɾ']","false diphthong",,,"Error"
"embalsar","['ẽ.baɫ.ˈsaɾ']",,,,,"No error"
"legalizar","['lɨ.ɡɐ.li.ˈzaɾ']",,,,,"No error"
"criminalidade","['kɾi.mi.nɐ.li.ˈda.dɨ']",,,,,"No error"
"sabotagem","['sɐ.bu.ˈta.ʒɐ̃j̃']",,,,,"No error"
"sabotar","['sɐ.bu.ˈtaɾ']",,,,,"No error"
"eletrizar","['i.lɛ.tɾi.ˈzaɾ']",,,,,"No error"
"eletrificar","['i.lɛ.tɾi.fi.ˈkaɾ']",,,,,"No error"
"inesperadamente","['i.nɨʃ.pɨ.ɾa.dɐ.ˈmẽ.tɨ']",,,,,"No error"
"aspirina","['ɐʃ.pi.ˈɾi.nɐ']",,,,,"No error"
"aeronauta","['ɐ.ɛ.ɾɔ.ˈnaw.tɐ']",,,,,"No error"
"carda","['ˈkaɾ.dɐ']",,,,,"No error"
"ocorrente","['ɔ.ku.ˈRẽ.tɨ']",,,,,"No error"
"desaconselhar","['dɨ.zɐ.kõ.sɨ.ˈʎaɾ']",,,,,"No error"
"telenovela","['tɛ.lɛ.nu.ˈvɛ.lɐ']",,,,,"No error"
"indisciplina","['ĩ.dɨʃ.si.ˈpli.nɐ']",,,,,"No error"
"esclarecimento","['iʃ.klɐ.ɾɨ.si.ˈmẽ.tu<text']",,,,,"No error"
"prisional","['pɾi.zju.ˈnaɫ']",,,,,"No error"
"cursar","['kuɾ.ˈsaɾ']",,,,,"No error"
"privatização","['pɾi.vɐ.ti.zɐ.ˈsɐ̃w̃']",,,,,"No error"
"culpabilizar","['kuɫ.pɐ.bɨ.li.ˈzaɾ']",,,,,"No error"
"descartável","['dɨʃ.kɐɾ.ˈta.vɛɫ']",,,,,"No error"
"bisca","['ˈbiʃ.kɐ']",,,,,"No error"
"treta","['ˈtɾe.tɐ']",,,,,"No error"
"passarela","['pɐ.sɐ.ˈɾɛ.lɐ']",,,,,"No error"
"ingestão","['ĩ.ʒɨʃ.ˈtɐ̃w̃']",,,,,"No error"
"indefensável","['ĩ.dɨ.fẽ.ˈsa.vɛɫ']",,,,,"No error"
"ditar","['di.ˈtaɾ']",,,,,"No error"
"fluência","['ˈflwẽ.sjɐ']",,,,,"No error"
"prolongado","['pɾu.lõ.ˈɡa.du']",,,,,"No error"
"espora","['iʃ.ˈpɔ.ɾɐ']",,,,,"No error"
"cromar","['kɾɔ.ˈmaɾ']",,,,,"No error"
"solúvel","['su.ˈlu.vɛɫ']",,,,,"No error"
"diluir","['di.ˈlwiɾ']",,,,,"No error"
"raptar","['Rɐˈp.taɾ']",,,,,"No error"
"continental","['kõ.ti.nẽ.ˈtaɫ']",,,,,"No error"
"prolongamento","['pɾu.lõ.ɡɐ.ˈmẽ.tu']",,,,,"No error"
"faceta","['fɐ.ˈse.tɐ']",,,,,"No error"
"milenar","['mi.lɨ.ˈnaɾ']",,,,,"No error"
"rapto","['ˈRap.tu']",,,,,"No error"
"entrelaçado","['ẽ.tɾɨ.lɐ.ˈsa.du']",,,,,"No error"
"reinado","['Rɐj.ˈna.du']",,,,,"No error"
"natalício","['nɐ.tɐ.ˈli.sju']",,,,,"No error"
"firmar","['fiɾ.ˈmaɾ']",,,,,"No error"
"marchar","['mɐɾ.ˈʃaɾ']",,,,,"No error"
"ondulação","['õ.du.lɐ.ˈsɐ̃w̃']",,,,,"No error"
"febril","['fɨ.ˈbɾiɫ']",,,,,"No error"
"etapa","['e.ˈta.pɐ']",,,,,"No error"
"estenografar","['iʃ.tɨ.nu.ɡɾɐ.ˈfaɾ']",,,,,"No error"
"sonambulismo","['su.nɐ̃.bu.ˈliʒ.mu']",,,,,"No error"
"engrenagem","['ẽ.ɡɾɨ.ˈna.ʒɐ̃j̃']",,,,,"No error"
"turbulência","['tuɾ.bu.ˈlẽ.sjɐ']",,,,,"No error"
"degola","['dɨ.ˈɡɔ.lɐ']",,,,,"No error"
"decapitação","['dɨ.kɐ.pi.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"dardo","['ˈdaɾ.du']",,,,,"No error"
"desapontar","['dɨ.zɐ.põ.ˈtaɾ']",,,,,"No error"
"gama","['ˈɡɐ.mɐ']",,,,,"No error"
"exsudação","['ɐjʃ.su.dɐ.ˈsɐ̃w̃']",,,,,"No error"
"poro","['ˈpɔ.ɾu']",,,,,"No error"
"sequencial",,"['sɨ.kwẽ.ˈsi.aɫ']","false diphthong",,,"Error"
"mimar","['mi.ˈmaɾ']",,,,,"No error"
"cofre","['ˈkɔ.fɾɨ']",,,,,"No error"
"porão","['pu.ˈɾɐ̃w̃']",,,,,"No error"
"poente","['ˈpwẽ.tɨ']",,,,,"No error"
"apito","['ɐ.ˈpi.tu']",,,,,"No error"
"imperatriz","['ĩ.pɨ.ɾɐ.ˈtɾiʃ']",,,,,"No error"
"cabeçalho","['kɐ.bɨ.ˈsa.ʎu']",,,,,"No error"
"pomba","['ˈpõ.bɐ']",,,,,"No error"
"terminal","['tɨɾ.mi.ˈnaɫ']",,,,,"No error"
"datar","['dɐ.ˈtaɾ']",,,,,"No error"
"herbicida","['ɛɾ.bi.ˈsi.dɐ']",,,,,"No error"
"mica","['ˈmi.kɐ']",,,,,"No error"
"cristalização","['kɾiʃ.tɐ.li.zɐ.ˈsɐ̃w̃']",,,,,"No error"
"federalista","['fɨ.dɨ.ɾɐ.ˈliʃ.tɐ']",,,,,"No error"
"cristalografia","['kɾiʃ.tɐ.lu.ɡɾɐ.ˈfi.ɐ']",,,,,"No error"
"cós","['ˈkɔʃ']",,,,,"No error"
"descentralização","['dɨʃ.sẽ.tɾɐ.li.zɐ.ˈsɐ̃w̃']",,,,,"No error"
"fartura","['fɐɾ.ˈtu.ɾɐ']",,,,,"No error"
"elo","['ˈɛ.lu']",,,,,"No error"
"montanhista","['mõ.tɐ.ˈɲiʃ.tɐ']",,,,,"No error"
"transcrição","['tɾɐ̃ʃ.kɾi.ˈsɐ̃w̃']",,,,,"No error"
"travessão","['tɾɐ.vɨ.ˈsɐ̃w̃']",,,,,"No error"
"revezamento","['Rɨ.vɨ.zɐ.ˈmẽ.tu']",,,,,"No error"
"cíclico","['ˈsi.kli.ku']",,,,,"No error"
"asseado",,"['ɐ.ˈsi.a.du']","false diphthong",,,"Error"
"fluoreto","['flwu.ˈɾe.tu']",,,,,"No error"
"borato","['bu.ˈɾa.tu']",,,,,"No error"
"desoxidante","['dɨ.zɔ.ksi.ˈdɐ̃.tɨ']",,,,,"No error"
"aeromodelismo","['ɐ.ɛ.ɾɔ.mu.dɨ.ˈliʒ.mu']",,,,,"No error"
"baguete","['ba.ˈɡɛ.tɨ']",,,,,"No error"
"balda","['ˈbaɫ.dɐ']",,,,,"No error"
"trafulha",,"['trɐ.ˈfu.ʎɐ']",,"syllable division",,
"galã","['ɡɐ.ˈlɐ̃']",,,,,"No error"
"transeunte","['tɾɐ̃.ˈzjũ.tɨ']",,,,,"No error"
"livresco","['li.ˈvɾeʃ.ku']",,,,,"No error"
"préstimo","['ˈpɾɛʃ.ti.mu']",,,,,"No error"
"cátodo","['ˈka.tu.du']",,,,,"No error"
"catódico","['kɐ.ˈtɔ.di.ku']",,,,,"No error"
"detestável","['dɨ.tɨʃ.ˈta.vɛɫ']",,,,,"No error"
"ralado","['Rɐ.ˈla.du']",,,,,"No error"
"ranhura","['Rɐ.ˈɲu.ɾɐ']",,,,,"No error"
"arranhão","['ɐ.Rɐ.ˈɲɐ̃w̃']",,,,,"No error"
"escoriação","['iʃ.ku.ɾjɐ.ˈsɐ̃w̃']",,,,,"No error"
"espremedor","['iʃ.pɾɨ.mɨ.ˈdoɾ']",,,,,"No error"
"espertalhão","['iʃ.pɨɾ.tɐ.ˈʎɐ̃w̃']",,,,,"No error"
"serventia","['sɨɾ.vẽ.ˈti.ɐ']",,,,,"No error"
"alpino","['aɫ.ˈpi.nu']",,,,,"No error"
"boa noite","['bo.ɐ.ˈnoj.t']",,,,,"No error"
"desoxidar","['dɨ.zɔ.ksi.ˈdaɾ']",,,,,"No error"
"descentralizar","['dɨʃ.sẽ.tɾɐ.li.ˈzaɾ']",,,,,"No error"
"proveitoso","['pɾu.vɐj.ˈto.zu']",,,,,"No error"
"balido","['bɐ.ˈli.du']",,,,,"No error"
"balnear",,"['baɫ.ˈni.aɾ']","false diphthong",,,"Error"
